user_id,condition,submitted_at,label_q1,label_q2,label_q3
1188827276577,3,2021-03-21T13:28:01.331Z,1,1,"[""rating""]"
747415237183,3,2021-03-21T13:32:01.407Z,1,1,"[""image""]"
1315272308849,3,2021-03-21T13:32:13.682Z,-1,-1,"[""health"",""image"",""numrating"",""cal""]"
418192750762,3,2021-03-21T13:33:07.451Z,1,1,"[""health"",""ingredient"",""goals""]"
482054328141,3,2021-03-21T13:39:35.764Z,1,1,"[""health"",""image"",""cal"",""title""]"
537907129081,3,2021-03-21T13:42:31.306Z,-1,-1,"[""image"",""rating"",""numrating""]"
672013981652,3,2021-03-21T13:48:52.881Z,1,1,"[""health""]"
931485373522,3,2021-03-21T13:52:11.214Z,1,1,"[""title""]"
910833838754,3,2021-03-21T13:54:42.141Z,2,2,"[""health"",""numrating"",""cal"",""title"",""goals""]"
1607900665823,3,2021-03-21T14:00:11.978Z,1,1,"[""ingredient"",""image"",""rating""]"
339750980094,3,2021-03-21T14:01:55.379Z,2,2,"[""health"",""ingredient"",""cal"",""goals""]"
955723873464,3,2021-03-21T14:04:13.052Z,1,1,"[""health"",""ingredient"",""image"",""rating"",""cal"",""title""]"
1545193114476,3,2021-03-21T14:08:02.656Z,0,0,"[""ingredient"",""cal"",""goals""]"
852293701007,3,2021-03-21T14:14:32.944Z,-1,-1,"[""ingredient"",""image"",""title"",""if my tastebuds like the combination of ingredients""]"
1116149946103,3,2021-03-21T14:16:19.505Z,-1,-1,"[""image""]"
599299261392,3,2021-03-21T14:16:45.898Z,1,1,"[""goals""]"
92045837713,3,2021-03-21T14:18:30.450Z,1,1,"[""health""]"
916240914145,3,2021-03-21T14:21:53.995Z,1,1,"[""health"",""image"",""cal"",""title""]"
1399821921268,3,2021-03-21T14:23:38.651Z,2,2,"[""rating"",""numrating"",""cal""]"
1519145572245,3,2021-03-21T14:23:47.222Z,1,1,"[""image"",""title""]"
1311421776830,3,2021-03-21T14:24:03.977Z,1,1,"[""ingredient"",""image"",""title"",""goals""]"
977093065471,3,2021-03-21T14:25:05.700Z,1,1,"[""health"",""ingredient""]"
680339175378,3,2021-03-21T14:25:26.461Z,1,1,"[""ingredient"",""title"",""goals""]"
587288764478,3,2021-03-21T14:27:38.387Z,0,0,"[""image"",""rating"",""numrating"",""cal""]"
372213442414,3,2021-03-21T14:28:22.269Z,2,2,"[""health"",""ingredient"",""image"",""title""]"
1386597915005,3,2021-03-21T14:29:47.684Z,1,1,"[""ingredient"",""image"",""title""]"
185883953706,3,2021-03-21T14:31:44.225Z,1,1,"[""image"",""title""]"
123529049247,3,2021-03-21T14:34:27.302Z,1,1,"[""ingredient"",""image"",""title""]"
1139152025857,3,2021-03-21T14:35:57.879Z,-1,-1,"[""image"",""title""]"
1308285621206,3,2021-03-21T14:39:09.756Z,0,0,"[""image"",""rating"",""title""]"
1049122298494,3,2021-03-21T14:39:24.266Z,1,1,"[""image"",""title""]"
601573627006,3,2021-03-21T14:41:37.664Z,2,2,"[""image"",""cal""]"
811709142686,3,2021-03-21T14:41:44.318Z,-1,-1,"[""image"",""title""]"
1100305828564,3,2021-03-21T14:41:53.139Z,1,1,"[""image"",""title""]"
30532281901,3,2021-03-21T14:46:19.799Z,-1,-1,"[""ingredient"",""image"",""title""]"
1127994065854,3,2021-03-21T14:46:26.639Z,1,1,"[""health""]"
