user_id,condnum,iso_time,prolific_id,gender,age,nationality,education,experience,eating_habits,goal,restrictions
742017375138,3,2021-03-13T17:24:47.466Z,5e5ecdecaf4e8a0985100df1,male,27,greek,3,cmedium,healthy,"[""lweight""]","[""none""]"
411115178102,3,2021-03-13T17:23:36.874Z,5eb14e176ee9a02245af69a4,male,32,Belgian,4,chigh,neutral,"[""lweight""]","[""none""]"
1288563597071,3,2021-03-13T17:24:46.081Z,5fdfde5bc92b368a2d8606dc,female,21,portuguese,2,chigh,neutral,"[""protein"",""lweight""]","[""lactose""]"
1206298592286,3,2021-03-13T17:24:52.195Z,5f77475f5173b424b9746c28,male,23,Poland,6,clow,unhealthy,"[""none""]","[""none""]"
1261407792251,3,2021-03-13T17:24:28.962Z,5ff1f745c274b366e099b4d8,female,22,Portuguese,3,chigh,healthy,"[""salt"",""fruit"",""vegetables""]","[""none""]"
963310215828,3,2021-03-13T17:25:11.707Z,5f6b8b24c71e610b1bab06e6,male,19,Polish,1,clow,neutral,"[""salt""]","[""none""]"
27123847908,3,2021-03-13T17:25:05.068Z,5daeef1127595a00157d30d3,male,33,Portuguese,4,chigh,healthy,"[""Eat healthy""]","[""none""]"
1189768853345,3,2021-03-13T17:25:00.748Z,5f22ea5ece2fd801e81079b9,male,24,British,3,cmedium,neutral,"[""none""]","[""none""]"
167864653586,3,2021-03-13T17:25:08.517Z,60147744b16bec4a084f1090,male,21,portuguese,2,cverylow,neutral,"[""none""]","[""none""]"
1143735856838,3,2021-03-13T17:25:18.543Z,5dc56fbac34fc53e4e78b820,male,37,Latvian,2,clow,neutral,"[""lweight""]","[""none""]"
1140250926515,3,2021-03-13T17:25:04.893Z,5e1f158a3e33582402807d9f,female,21,portuguese,4,cmedium,healthy,"[""vegetables"",""lweight""]","[""none""]"
715607070683,3,2021-03-13T17:25:14.407Z,5bb2677fd8afe200018d0afc,male,42,American,4,chigh,neutral,"[""lweight""]","[""none""]"
1298964631185,3,2021-03-13T17:25:23.989Z,5e89e89bf025be000c01eead,male,22,Portuguese,3,clow,neutral,"[""none""]","[""none""]"
1299698116635,3,2021-03-13T17:25:06.254Z,60416f304233791437bfac5b,female,22,portuguese,4,chigh,healthy,"[""protein"",""salt"",""fruit"",""vegetables""]","[""none""]"
592960022425,3,2021-03-13T17:25:21.359Z,5e21d038f4dbbd4b8d23ac41,female,23,Polish,3,cmedium,unhealthy,"[""vegetables"",""lweight""]","[""none""]"
1614694409187,3,2021-03-13T17:25:35.829Z,56e49e3b44b18400058937f7,male,44,Canadian,3,cverylow,neutral,"[""none""]","[""none""]"
163364465134,3,2021-03-13T17:25:40.634Z,5baf06d756161d0001fe6dde,male,30,Spanish,4,chigh,vunhealthy,"[""protein"",""fruit"",""vegetables"",""lweight""]","[""none""]"
1446937185955,3,2021-03-13T17:25:29.921Z,5e5d66f2101bf703d65326bc,male,19,Hungarian,2,cverylow,healthy,"[""gweight""]","[""none""]"
1422339553362,3,2021-03-13T17:25:05.266Z,60119a8bd146960ea1f6a5e2,male,20,Poland,2,cmedium,healthy,"[""protein""]","[""none""]"
713510323069,3,2021-03-13T17:25:54.061Z,6027a9db556222222b5668e7,male,20,polish,2,cmedium,vhealhty,"[""gweight""]","[""none""]"
1173798429774,3,2021-03-13T17:26:00.052Z,5faad91b0eed544e126d91b4,female,19,polish,2,chigh,neutral,"[""protein"",""fruit"",""vegetables"",""lweight""]","[""vegan""]"
1133809234228,3,2021-03-13T17:25:36.739Z,5fc6257646ef5201d82dbb55,female,20,polish,3,cmedium,healthy,"[""fruit"",""vegetables"",""gweight""]","[""none""]"
1359318205664,3,2021-03-13T17:26:31.956Z,5a614db535f26b000148fdf6,male,31,Slovenian,2,cmedium,healthy,"[""none""]","[""none""]"
1539518949220,3,2021-03-13T17:26:05.865Z,5e42e7539463ce0461a7d373,male,45,South Africa,6,cmedium,neutral,"[""none""]","[""none""]"
1177101611814,3,2021-03-13T17:25:22.053Z,5e0c83fb24f939439514d5d6,female,22,italian,2,cmedium,neutral,"[""fruit""]","[""none""]"
1371602713372,3,2021-03-13T17:29:21.143Z,5e1b328e477f3b36d6857778,female,40,uk,2,clow,unhealthy,"[""lweight""]","[""none""]"
1010000811467,3,2021-03-13T17:29:49.838Z,5f455a58bddcf21312436c1d,female,31,Spanish,5,chigh,healthy,"[""protein"",""vegetables"",""lweight""]","[""none""]"
1171492776718,3,2021-03-13T17:30:41.200Z,5ed2ae88ec79fd22e3a9a4f6,male,23,Portuguese,3,cmedium,healthy,"[""gweight""]","[""none""]"
607201712673,3,2021-03-13T17:29:52.073Z,603dccb9ca68cfcc9924e86c,female,21,greek,3,cmedium,neutral,"[""lweight""]","[""none""]"
182720815604,3,2021-03-13T17:31:04.427Z,5e1b328e477f3b36d6857778,female,40,uk,2,clow,unhealthy,"[""lweight""]","[""none""]"
1429375291070,3,2021-03-13T17:32:15.069Z,60055b5db602617648c4c650,female,22,Portuguese,3,cmedium,healthy,"[""lweight""]","[""none""]"
618703324128,3,2021-03-13T17:32:03.339Z,59eb8c106100f9000194aa47,male,24,italy,4,cmedium,healthy,"[""lweight""]","[""none""]"
488109220616,3,2021-03-13T17:39:31.098Z,5c56059aa469aa0001660cb6,female,34,Polish,2,chigh,healthy,"[""fruit"",""vegetables"",""lweight""]","[""none""]"
474149888014,3,2021-03-13T18:00:48.758Z,5f91f177341c570e9e182a63,female,27,Polish,4,cmedium,unhealthy,"[""lweight""]","[""none""]"
1169242293287,3,2021-03-13T18:27:54.984Z,5fd105d3a30efb0173fe5486,male,20,Portuguese,3,cmedium,healthy,"[""none""]","[""none""]"
780676412285,3,2021-03-17T20:50:48.380Z,,male,12,TEST,1,cmedium,vunhealthy,"[""protein"",""none""]","[""none""]"
1602905407764,3,2021-03-17T21:05:44.292Z,,male,12,TEST,3,cverylow,vunhealthy,"[""lweight""]","[""vegan""]"
841592924787,3,2021-03-18T11:36:19.241Z,,male,12,TEST,2,cverylow,unhealthy,"[""protein"",""salt"",""fruit"",""vegetables"",""lweight"",""gweight"",""TEST"",""none""]","[""vegan"",""lactose"",""halal"",""gluten"",""pescatarian"",""allergies"",""TEST"",""none""]"
46387301511,3,2021-03-21T13:06:19.594Z,,male,40,Austrian (flex),5,chigh,vunhealthy,"[""vegetables""]",[]
848202446098,3,2021-03-21T13:11:26.206Z,,male,43,american,2,cmedium,healthy,"[""fruit"",""vegetables""]","[""none""]"
825589652066,3,2021-03-21T13:11:28.291Z,,male,52,USA,2,cveryhigh,healthy,"[""none""]","[""none""]"
1218395969690,3,2021-03-21T13:11:55.198Z,,male,70,American,5,cverylow,unhealthy,"[""salt"",""lweight""]",[]
379997714785,3,2021-03-21T13:11:54.785Z,,female,38,american,3,cveryhigh,vunhealthy,"[""protein"",""fruit"",""vegetables""]","[""vegan""]"
927296448731,3,2021-03-21T13:12:13.773Z,,female,64,American,4,cmedium,neutral,"[""lweight""]","[""none""]"
71877931373,3,2021-03-21T13:11:47.589Z,,male,29,American,4,chigh,vhealhty,"[""protein"",""fruit"",""lweight""]","[""vegan"",""pescatarian""]"
379925502750,3,2021-03-21T13:12:48.532Z,,male,33,American,3,cmedium,neutral,"[""none""]","[""none""]"
1358227932745,3,2021-03-21T13:12:49.655Z,,male,58,American,3,cverylow,vunhealthy,"[""none""]","[""none""]"
1335275868649,3,2021-03-21T13:14:09.252Z,,female,39,American,4,cmedium,neutral,"[""vegetables""]","[""none""]"
320617346791,3,2021-03-21T13:14:19.608Z,,male,52,American,3,cmedium,healthy,"[""lweight""]","[""none""]"
235463706849,3,2021-03-21T13:14:06.931Z,,male,35,American,3,cveryhigh,vhealhty,"[""none""]","[""vegan""]"
1573459642957,3,2021-03-21T13:14:59.815Z,,female,49,usa,3,cmedium,neutral,"[""none""]","[""none""]"
814845873786,3,2021-03-21T13:15:09.835Z,,male,33,American,3,cmedium,neutral,"[""none""]","[""none""]"
878753304338,3,2021-03-21T13:12:06.790Z,,male,60,American,2,cveryhigh,healthy,"[""fruit"",""vegetables""]","[""none""]"
1534127464063,3,2021-03-21T13:15:55.039Z,,female,62,United States,5,cmedium,vhealhty,"[""lweight""]","[""none""]"
22759750955,3,2021-03-21T13:16:45.685Z,,male,33,American,3,cmedium,neutral,"[""none""]","[""none""]"
93450182952,3,2021-03-21T13:17:57.732Z,,male,26,United States,4,cmedium,neutral,"[""lweight""]","[""none""]"
210928028423,3,2021-03-21T13:18:10.656Z,,female,49,american ,3,cmedium,unhealthy,"[""none""]","[""none""]"
1305306256990,3,2021-03-21T13:18:13.267Z,,female,52,us,3,cverylow,vunhealthy,"[""protein"",""fruit"",""vegetables"",""lweight""]","[""none""]"
368351770318,3,2021-03-21T13:20:05.171Z,,male,51,American,3,chigh,neutral,"[""vegetables""]","[""none""]"
1298024617548,3,2021-03-21T13:20:37.100Z,,female,62,United States,2,chigh,neutral,"[""lweight""]","[""none""]"
362091975559,3,2021-03-21T13:20:44.603Z,,male,42,American,3,cmedium,unhealthy,"[""lweight""]","[""none""]"
176199319703,3,2021-03-21T13:22:10.859Z,,female,26,white,4,cmedium,neutral,"[""none""]","[""none""]"
747415237183,3,2021-03-21T13:25:58.064Z,,female,51,American,2,chigh,neutral,"[""none""]","[""allergies""]"
1188827276577,3,2021-03-21T13:25:27.506Z,,female,61,AMERICAN,2,cmedium,healthy,"[""lweight""]",[]
1315272308849,3,2021-03-21T13:26:55.163Z,,female,42,American,4,cmedium,neutral,"[""salt"",""vegetables""]","[""none""]"
418192750762,3,2021-03-21T13:27:21.057Z,,female,71,American,4,chigh,healthy,"[""fruit"",""vegetables"",""lweight""]","[""vegan"",""vegan""]"
482054328141,3,2021-03-21T13:32:05.440Z,,male,26,White American,3,chigh,healthy,"[""lweight""]","[""none""]"
